Ward Name,Street Name,Longitude,Latitude,Area (m²),Width (m),Length (m),Land Type,Legal Status,House Direction,Property Features,Price
Phường Hòa Hiệp Bắc,Đường Nguyễn Phước Chu,108.121086,16.132555,309.0,5.0,40.46999999999999,1,1,6.0,['3'],4550000000
Phường Hoà Hải,Hòa Hải,108.26717,15.98728,108.0,6.0,18.0,1,1,3.0,['6'],4550000000
Phường Hoà Hải,Đường Nam Kỳ Khởi Nghĩa,108.267944,15.978092,90.0,6.0,15.0,1,1,2.0,"['1', ' 6']",4550000000
Phường Hòa Xuân,Đường Trung Lương 15,108.233536,16.022263,100.0,5.0,20.0,2,1,7.0,['1'],4550000000
Phường Hòa Minh,Đường Hoàng Trung Thông,108.16373,16.066845,90.0,5.0,18.0,1,1,2.0,['3'],4580000000
Phường Mân Thái,Đường Cổ Mân 1,108.23754,16.08893,95.0,5.0,19.0,1,1,8.0,['1'],4590000000
Phường Mân Thái,Đường Cổ Mân 9,108.24055,16.091467,95.0,5.0,19.0,1,1,8.0,['1'],4600000000
Phường Mân Thái,Đường Cổ Mân 9,108.24055,16.091467,95.0,5.0,19.0,1,1,8.0,['3'],4600000000
Phường Mỹ An,Mỹ Đa Tây 12,108.24665,16.04769,85.0,5.0,17.0,1,1,5.0,['1'],4600000000
Phường Hoà Hải,Đường Nguyễn Thức Đường,108.26756,15.9935,90.0,5.0,18.0,2,1,8.0,['1'],4600000000
Phường Khuê Mỹ,Đường Mỹ Đa Tây 12,108.24178,16.032194,85.0,5.0,17.0,1,1,7.0,['3'],4600000000
Phường Hòa Thọ Đông,2/9,108.1992,16.012283,100.0,5.0,20.0,1,1,5.0,['3'],4600000000
Phường Khuê Mỹ,Đường Mỹ Đa Tây 12,108.24178,16.032194,85.0,5.0,20.0,2,1,7.0,['2'],4600000000
Phường Hòa Minh,Đường Đàm Văn Lễ,108.16954,16.05432,100.0,5.0,20.0,1,1,3.0,"['1', ' 6']",4600000000
Phường Thọ Quang,An Nam 2,108.27334,16.115984,85.0,5.0,17.0,1,1,8.0,['1'],4650000000
Phường Hòa Minh,Đường Hoà Phú 28,108.16153,16.070528,93.0,5.0,18.5,1,1,8.0,['1'],4650000000
Phường Khuê Mỹ,K20,108.25258,16.03022,162.0,5.0,31.0,1,1,4.0,['2'],4650000000
Phường Khuê Mỹ,k20,108.25258,16.03022,160.0,5.0,32.0,1,1,1.0,['3'],4650000000
Phường Khuê Mỹ,Đường K20,108.25258,16.03022,162.0,5.0,31.0,1,1,2.0,['2'],4650000000
Phường Khuê Mỹ,K20,108.25258,16.03022,160.0,5.0,31.0,1,1,1.0,['3'],4650000000
Phường Khuê Mỹ,K20,108.25258,16.03022,160.0,5.0,32.0,1,1,4.0,['1'],4650000000
Phường Thọ Quang,Đường Nguyễn Lâm,108.25857,16.105627,100.0,5.0,20.0,1,1,7.0,['1'],4650000000
Phường Khuê Mỹ,K20,108.25258,16.03022,160.0,5.0,32.0,1,1,5.0,['3'],4650000000
Phường Khuê Mỹ,Đường Mỹ Đa Tây 12,108.24178,16.032194,85.0,5.0,17.0,1,1,7.0,['1'],4650000000
Phường Hòa Minh,Đường Hoà Phú 28,108.16153,16.070528,92.5,5.0,18.5,1,1,4.0,['3'],4680000000
Phường Khuê Mỹ,Mỹ Đa Tây 12,108.25258,16.03022,85.0,5.0,17.0,1,1,3.0,['1'],4690000000
Phường Mân Thái,Đường Ngô Quyền,108.24073,16.086813,71.0,4.9499,14.5,1,1,7.0,['1'],4690000000
Phường Hòa Cường Nam,Đường Hồ Biểu Chánh,108.2199,16.034954,70.5,4.0,17.625,1,1,5.0,['1'],4700000000
Phường Hòa Xuân,Đường Đỗ Quỳ,108.22115,16.016876,100.0,5.0,20.0,1,1,6.0,['3'],4700000000
Phường Hòa Khánh Nam,Đường Nguyễn Cảnh Dị,108.15087,16.067379,165.0,5.0,33.0,1,1,6.0,['1'],4700000000
Phường Hòa Xuân,Đường Đỗ Quỳ,108.22115,16.016876,100.0,5.0,20.0,1,1,4.0,['3'],4700000000
Phường Thanh Khê Tây,Đường Phú Lộc 2,108.16937,16.076239,162.0,5.0,32.4,1,1,3.0,['3'],4700000000
Phường Hoà Hải,Hòa Hải,108.26717,15.98728,108.0,6.0,18.0,2,1,4.0,['1'],4700000000
Xã Hòa Bắc,DT 601 ,107.982796,16.117985,309.0,5.0,40.46999999999999,1,1,1.0,['3'],4700000000
Phường Hòa Xuân,Đường Đô Đốc Lộc,108.2172,16.003904,95.0,5.0,19.0,1,1,8.0,['1'],4700000000
Phường Thọ Quang,Đường Thành Vinh 2,108.25455,16.104464,100.0,5.0,20.0,1,1,8.0,['3'],4700000000
Phường Hòa Xuân,Đường Đỗ Quỳ,108.22115,16.016876,100.0,5.0,20.0,2,1,6.0,['2'],4750000000
Phường Hòa Xuân,Đường Đô Đốc Lộc,108.2172,16.003904,95.0,5.0,19.0,1,1,4.0,"['1', ' 6']",4750000000
Phường Hoà Hải,Đường Nguyễn Thần Hiến,108.267975,15.991928,100.0,5.0,20.0,1,1,4.0,"['1', ' 6']",4800000000
Phường Khuê Mỹ,k20,108.25258,16.03022,162.0,5.0,31.0,1,1,7.0,['1'],4800000000
Phường Phước Mỹ,Đường Phước Trường 15,108.24194,16.07548,108.0,5.0,22.0,1,1,7.0,['1'],4800000000
Phường Hòa Xuân,Đường Trần Lê,108.21432,16.005499,138.0,8.1999,16.0,1,1,3.0,['3'],4800000000
Phường An Hải Tây,Đường Nguyễn Thông,108.22986,16.06585,82.0,4.5,18.0,1,1,3.0,['2'],4800000000
Phường Hòa Xuân,Đường Võ An Ninh,108.22467,16.001928,93.0,5.0,19.0,2,1,8.0,['2'],4800000000
Phường Hòa Thọ Đông,Đường Đinh Châu,108.199135,16.00763,118.0998,5.0,23.61996,1,1,6.0,['3'],4800000000
Phường Hòa Xuân,NAM KY KHỞI NGHĨA,108.219955,16.001999,100.0,5.0,20.0,2,1,4.0,"['1', ' 6']",4800000000
Phường Phước Mỹ,Phước Trường 16,108.242226,16.077356,108.9,4.65,23.419354838709676,1,1,4.0,['3'],4800000000
Phường Hòa Cường Nam,Đường 2 Tháng 9,108.224236,16.031948,95.0,6.0,15.5,1,1,7.0,['3'],4800000000
Phường Hòa Cường Nam,Đào Trí,108.222786,16.027126,92.5,6.0,15.3999,1,1,3.0,['3'],4800000000
Phường Hòa Cường Nam,Đường Đào Trí,108.222786,16.027126,93.0,6.0,15.5,1,1,7.0,['1'],4800000000
Phường Hoà Hải,Đường 7m5,108.26741,15.986558,144.0,5.0,28.8,2,1,3.0,['1'],4800000000
Phường Hoà Hải,Đường Nguyễn Hữu Cầu,108.26159,16.009832,145.0,5.0,29.0,1,1,6.0,['1'],4800000000
Phường Hoà Hải,Đường Nam Kỳ Khởi Nghĩa,108.26717,15.98728,106.0,6.0,18.0,2,1,4.0,['1'],4800000000
Phường Hòa Minh,Đường Yên Khê 3,108.16955,16.065733,122.5,5.0,24.5,1,1,6.0,['1'],4800000000
Phường Hòa Xuân,Đường Cồn Dầu 6,108.2192,16.002094,143.0,8.0,19.0,1,1,6.0,['1'],4850000000
Phường Hòa Xuân,Đường Nguyễn Văn Thông,108.22601,16.023903,100.0,5.0,20.0,1,1,7.0,['1'],4850000000
Phường Hòa Cường Nam,Đường Đào Trí,108.222786,16.027126,92.0,6.0,15.333333333333334,1,1,3.0,['1'],4850000000
Phường Hòa Minh,Đường Trần Đăng,108.164116,16.079138,105.0,5.0,21.0,1,1,6.0,['1'],4850000000
Phường Hòa Minh,Đường Hoà Phú 28,108.16153,16.070528,100.0,5.0,20.0,2,1,5.0,['2'],4890000000
Phường Hòa Minh,Đường Trần Triệu Luật,108.15951,16.06897,81.0,4.5,18.0,2,1,5.0,['1'],4899000000
Phường Hoà Quý,Đường Minh Mạng,108.24368,16.010834,100.0,5.0,20.0,1,1,7.0,['1'],4900000000
Phường Hòa Khánh Nam,Phạm Như Xương,108.148796,16.053411,215.0,5.0,40.46999999999999,1,1,6.0,['3'],4900000000
Phường Hoà Quý,Đường Lê Đình Chính,108.23593,15.987786,169.0,8.1999,20.5,2,1,6.0,['1'],4900000000
Xã Hòa Khương,Đường Vành đai phía tây Đà Nẵng,108.12006,15.967604,309.0,10.0,40.46999999999999,1,1,5.0,['1'],4900000000
Phường Hòa Cường Nam,Đường Tiên Sơn 15,108.22196,16.029583,85.0,5.0,17.0,1,1,4.0,['3'],4900000000
Phường Hòa Xuân,Đường Võ An Ninh,108.22467,16.001928,100.0,5.0,20.0,1,1,6.0,['3'],4900000000
Xã Hòa Châu,Đường Nguyễn Bảo,108.20636,15.996712,191.3999,8.1997,24.0,1,1,8.0,['1'],4900000000
Phường Hòa Minh,Đường Trần Triệu Luật,108.15951,16.06897,81.0,5.0,16.2,1,1,5.0,['1'],4950000000
Phường Hòa Minh,Đường Trần Triệu Luật,108.15951,16.06897,81.0,4.5,18.0,1,1,5.0,['1'],4950000000
Phường Thanh Bình,Đường Thanh Long,108.21402,16.081717,74.6999,5.0,14.93998,1,1,6.0,['3'],4950000000
Phường Hòa Minh,Đường Trần Triệu Luật,108.15951,16.06897,81.0,4.5,18.0,1,1,2.0,['3'],4950000000
Phường Hòa Minh,Đường Lương Trúc Đàm,108.17478,16.061148,110.0,5.0,22.0,1,1,6.0,"['1', ' 6']",4950000000
Phường Khuê Mỹ,Đường Dương Tử Giang,108.24148,16.022963,90.0,5.0,18.0,2,1,5.0,['2'],4950000000
Phường Khuê Mỹ,Đường Dương Tử Giang,108.24148,16.022963,90.0,5.0,18.0,2,1,1.0,['1'],4950000000
Phường Hòa Minh,Đường Trần Triệu Luật,108.15951,16.06897,81.0,4.5,18.0,1,1,5.0,"['1', ' 6']",4950000000
Phường Khuê Mỹ,Đường Dương Tử Giang,108.24148,16.022963,90.0,5.0,18.0,2,1,4.0,['1'],4950000000
Phường Hoà Quý,Đường Đạm Phương,108.23494,16.001173,148.0,8.0,18.5,1,1,3.0,['1'],4950000000
Phường Hòa Minh,Đường Trần Triệu Luật,108.15951,16.06897,81.0,4.5,18.0,1,1,5.0,['1'],4950000000
Phường An Khê,Yên khê 3,108.18586,16.048767,122.5,5.0,24.5,1,1,6.0,['3'],4980000000
Phường Thanh Khê Tây,Đường Yên Khê 3,108.17448,16.072117,122.5,5.0,24.5,1,1,6.0,['1'],4980000000
Phường Hòa Minh,Đường Trần Triệu Luật,108.15951,16.06897,81.0,4.5,18.0,1,1,5.0,['1'],4980000000
Phường Hòa Xuân,Đường Hoàng Thế Thiện,108.22662,16.019936,100.0,5.0,20.0,2,1,8.0,['2'],4990000000
Phường Hòa Xuân,Võ Chí Công,108.22003,16.00737,100.0,5.0,20.0,2,1,7.0,['2'],5000000000
Phường Thọ Quang,Đường Thành Vinh 2,108.25455,16.104464,90.0,5.0,18.0,1,1,6.0,['1'],5000000000
Phường Thọ Quang,Đường Mân Quang 10,108.246185,16.100815,119.0,7.0,17.0,1,1,6.0,"['1', ' 6']",5000000000
Phường Hòa Xuân,Đường Diên Hồng,108.22468,16.01239,100.0,5.0,20.0,1,1,5.0,['1'],5000000000
Phường Hoà Hải,Đường Lê Thiện Trị,108.25017,15.978583,160.0,8.0,20.0,1,1,6.0,"['1', ' 6']",5000000000
Phường Hoà Hải,Đường Nguyễn Xiển,108.25782,16.01064,10.0,5.0,2.0,1,1,1.0,['3'],5000000000
Phường Hoà Hải,Đường Lê Thiện Trị,108.25017,15.978583,160.0,8.0,20.0,1,1,6.0,['1'],5000000000
Phường An Khê,Đường Phan Xích Long,108.18586,16.048767,108.0,5.0,21.0,1,1,8.0,['1'],5000000000
Phường Hòa Xuân,Đường Diên Hồng,108.2248,16.012514,100.0,5.0,20.0,1,1,4.0,['3'],5000000000
Phường Hòa Xuân,Đường Võ An Ninh,108.22467,16.001928,100.0,5.0,20.0,1,1,8.0,['1'],5000000000
Phường Hoà Hải,Đường Nguyễn Xiển,108.25782,16.01064,100.0,5.0,20.0,2,1,1.0,['1'],5000000000
Phường Hoà Hải,Hòa Hải,108.26717,15.98728,110.5,7.5,15.0,2,1,4.0,"['1', ' 6']",5000000000
Phường Hòa Xuân,Đường Thu Bồn,108.210724,15.981361,159.5,8.25,20.0,2,1,5.0,['1'],5000000000
Phường Khuê Trung,Khu Xuân Thủy,108.21255,16.023832,100.0,9.0,11.0,1,1,1.0,['1'],5000000000
Phường Hòa Minh,Đường Hoà Phú 23,108.16153,16.072245,100.0,5.0,20.0,1,1,7.0,['3'],5010000000
Phường Hoà Hải,Sơn Thủy 12,108.25463,16.013052,127.0,5.0,25.4,1,1,6.0,['3'],5050000000
Phường Khuê Mỹ,Đường Nước Mặn 4,108.24691,16.020662,125.0,5.0,25.0,2,1,6.0,['1'],5050000000
Phường Hoà Hải,Sơn Thủy 12,108.25491,16.013508,127.0,8.1,16.0,1,1,6.0,"['1', ' 6']",5050000000
Phường Hòa Cường Bắc,Đường Lê Thanh Nghị,108.2176,16.042269,100.0,6.0,17.0,1,1,5.0,['2'],5100000000
Phường Hoà Hải,Đường Nguyễn Thức Đường,108.26756,15.9935,100.0,5.0,20.0,1,1,8.0,['1'],5100000000
Phường Hòa Minh,Đường Nguyễn Tường Phổ,108.174416,16.06349,110.0,5.0,22.0,1,1,6.0,['1'],5100000000
Phường Mân Thái,Trương Quyền,108.24665,16.087246,75.5,5.0,15.1,1,1,5.0,['1'],5100000000
Phường Hòa Minh,Đường 7𝐦5- Khu E Kim Long,108.1695,16.0657,100.0,5.0,20.0,1,1,5.0,['1'],5100000000
Phường An Hải Bắc,Đường An Hải Bắc,108.23931,16.0677,100.0,5.0,20.0,1,1,3.0,['1'],5100000000
Phường Hoà Hải,Đường Nguyễn Thức Đường,108.26756,15.9935,100.0,5.0,20.0,1,1,1.0,['3'],5100000000
Phường Hòa Minh,Đường Nguyễn Chơn,108.16061,16.068312,100.0,5.0,20.0,1,1,8.0,['3'],5150000000
Phường Hòa Hiệp Nam,Số 5,108.13014,16.09606,136.0,7.0,20.0,2,1,6.0,['1'],5150000000
Phường Mân Thái,Phùng Tá Chu,108.24665,16.087246,70.0,5.0,14.0,1,1,4.0,['1'],5150000000
Phường Hòa An,Đường Tôn Đản,108.183365,16.04226,123.0,6.0,21.0,1,1,8.0,['1'],5150000000
Phường Hòa Minh,Đường Hoà Phú 29,108.160194,16.07082,100.0,5.0,20.0,1,1,8.0,['1'],5180000000
Phường Hòa Minh,Đường Hoà Phú 29,108.160194,16.07082,100.0,5.0,20.0,1,1,8.0,['1'],5180000000
Phường Mỹ An,Đường Mỹ An 21,108.23819,16.036953,100.0,5.0,20.0,1,1,4.0,['3'],5200000000
Phường Khuê Mỹ,Đường Doãn Uẩn,108.24283,16.035538,100.0,5.0,20.0,1,1,7.0,['3'],5200000000
Phường Hòa Cường Nam,Tuyên sơn 14,108.224236,16.03311,94.0,5.0,19.0,1,1,1.0,"['1', ' 3']",5200000000
Phường An Hải Tây,Đường Nguyễn Bỉnh Khiêm,108.232506,16.064114,56.0,4.0,14.0,1,1,5.0,['3'],5200000000
Phường Mỹ An,Đường Mỹ An 21,108.23819,16.036953,100.0,5.0,20.0,2,1,8.0,['2'],5200000000
Phường Hòa An,Đường Tôn Đản,108.183365,16.04226,123.0,6.0,20.5,1,1,8.0,['1'],5200000000
Phường Hòa Xuân,Hòa Xuân,108.22902,16.01607,100.0,5.0,20.0,1,1,8.0,['1'],5200000000
Phường Mỹ An,Đường Mỹ An 21,108.23819,16.036953,100.0,5.0,20.0,1,1,7.0,['3'],5200000000
Xã Hòa Ninh,Đường Nhựa 5m,108.01244,16.048275,309.0,10.0,40.46999999999999,1,1,7.0,"['1', ' 2', ' 3', ' 6']",5200000000
Phường Hòa Xuân,Liêm Lạc 15,108.219215,15.979419,175.8,5.0,35.160000000000004,1,1,6.0,['1'],5200000000
Phường Mỹ An,Đường Mỹ An 21,108.23819,16.036953,100.0,5.0,20.0,1,1,5.0,['3'],5200000000
Phường Khuê Mỹ,Sơn Thuỷ 12,108.25258,16.03022,127.0,5.0,25.4,1,1,5.0,['3'],5200000000
Phường Hòa Xuân,Đường Văn Tiến Dũng,108.2131,16.00091,125.0,5.0,25.0,1,1,1.0,['3'],5200000000
Phường Mỹ An,Đường Mỹ An 21,108.23819,16.036953,100.0,5.0,20.0,1,1,8.0,['3'],5200000000
Phường An Hải Đông,Đường Lê Hữu Trác,108.23808,16.05973,104.0,5.0,22.0,1,1,5.0,['1'],5200000000
Phường Mỹ An,Mỹ An 25,108.239975,16.04085,100.0,5.0,20.0,1,1,2.0,['1'],5250000000
Phường Khuê Mỹ,Đường Hoàng Văn Hòe,108.24559,16.029625,120.0,5.0,24.0,1,1,5.0,['3'],5250000000
Phường Mỹ An,Mỹ An 25,108.239975,16.04085,100.0,5.0,20.0,1,1,8.0,['1'],5300000000
Phường Hòa Minh,Đường Hoà Phú 24,108.16127,16.071848,100.0,5.0,20.0,2,1,8.0,['1'],5300000000
Phường Khuê Trung,Đường Hồ Nguyên Trừng,108.208725,16.030458,75.0,5.0,15.0,1,1,2.0,['3'],5300000000
Phường Hòa Xuân,Đường Diên Hồng,108.22468,16.01239,100.0,5.0,20.0,2,1,5.0,['1'],5300000000
Phường An Hải Bắc,Đường Trần Thánh Tông,108.23472,16.086618,123.0,5.0,25.0,1,1,8.0,['3'],5300000000
Phường Thọ Quang,Đường Mân Quang 10,108.246185,16.100815,119.0,7.0,17.0,1,1,6.0,"['1', ' 6']",5300000000
Phường Khuê Mỹ,Đường Doãn Uẩn,108.24283,16.035538,90.0,5.0,18.0,1,1,8.0,['3'],5300000000
Phường Hòa Minh,Đường Nguyễn Chơn,108.16061,16.068312,100.0,5.0,20.0,1,1,6.0,['1'],5300000000
Phường Hòa Xuân,Đường Bùi Trang Chước,108.221756,16.008677,100.0,5.0,20.0,1,1,5.0,"['1', ' 6']",5300000000
Phường Phước Mỹ,Phạm Vấn,108.24393,16.083044,75.0,5.0,15.0,1,1,2.0,['1'],5390000000
Phường Hòa Hiệp Nam,Số 5,108.13014,16.09606,200.0,10.0,20.0,2,1,8.0,"['1', ' 6']",5398888888
Phường An Hải Bắc,Đường An Hải 6,108.23589,16.08356,100.0,5.0,20.0,1,1,7.0,['3'],5400000000
Phường Mân Thái,Đường Phạm Vấn,108.24489,16.087482,75.0,5.0,15.0,1,1,1.0,['1'],5400000000
Phường Nại Hiên Đông,Đường Trần Thánh Tông,108.23366,16.087578,100.0,5.0,20.0,1,1,7.0,['3'],5400000000
Phường An Hải Bắc,Đường Chính Hữu,108.23977,16.074646,102.0,5.0,20.4,1,1,2.0,['3'],5400000000
Phường Khuê Mỹ,Đường Đa Phước 2,108.23886,16.026924,100.0,5.0,20.0,2,1,7.0,['2'],5400000000
Phường Hoà Hải,Hòa Hải,108.26717,15.98728,135.0,7.5,18.0,2,1,3.0,"['1', ' 6']",5400000000
Phường Hòa Minh,Đường Nguyễn Thị Cận,108.16875,16.041761,156.0,7.8,20.0,1,1,8.0,['1'],5400000000
Phường Hoà Hải,Đường Lê Thiện Trị,108.25017,15.978583,160.0,5.0,32.0,1,1,4.0,['3'],5400000000
Phường Khuê Mỹ,Đường Đa Phước 2,108.23886,16.026924,100.0,5.0,20.0,2,1,4.0,['1'],5400000000
Phường Hòa Xuân,Đường Ngô Huy Diễn,108.227196,16.021538,112.0,5.0,22.4,1,1,3.0,['3'],5400000000
Phường Mân Thái,Đường Phạm Vấn,108.24489,16.087482,75.0,5.0,15.0,1,1,2.0,['1'],5400000000
Phường Hoà Hải,doãn uẩn,108.26741,15.986558,100.0,5.0,20.0,1,1,8.0,['1'],5400000000
Phường Khuê Mỹ,Đường Đa Phước 2,108.23886,16.026924,100.0,5.0,20.0,2,1,1.0,['2'],5400000000
Phường Hòa Hiệp Nam,Hòa Hiệp Nam,108.12993,16.11041,272.0,10.0,26.5,1,1,5.0,"['1', ' 3']",5440000000
Phường Hoà Hải,Đường Nam Kỳ Khởi Nghĩa,108.26717,15.98728,138.0,5.0,27.6,2,1,2.0,['2'],5450000000
Phường Hòa Minh,Đường Phú Lộc 22,108.16502,16.07851,102.0,7.0,14.5,1,1,6.0,['3'],5500000000
Phường Hòa Hiệp Nam,Đường Xuân Thiều 5,108.13442,16.105629,99.0,5.0,19.8,1,1,2.0,['1'],5500000000
Phường Hoà Hải,Đường Trần Hữu Dực,108.26894,15.98677,120.0,5.0,24.0,1,1,7.0,['3'],5500000000
Phường Hòa Cường Nam,Đường Nguyễn Thành Ý,108.22879,16.031565,107.0,4.5,24.0,1,1,5.0,"['1', ' 2', ' 3']",5500000000
Phường Hòa Cường Nam,Nguyễn Thành Ý,108.22879,16.031565,106.0,4.5,23.0,1,1,8.0,['3'],5500000000
Phường Hòa Cường Nam,Đường Nguyễn Thành Ý,108.22879,16.031565,107.0,5.0,21.4,1,1,7.0,['3'],5500000000
Phường Khuê Mỹ,Đường Doãn Uẩn,108.24283,16.035538,100.0,5.0,20.0,1,1,5.0,['3'],5500000000
Phường Thọ Quang,Đường Nguyễn Đăng Giai,108.2464,16.093782,90.0,5.0,18.0,1,1,7.0,['1'],5500000000
Phường Hòa Khánh Nam,Khánh An 6,108.148796,16.053411,184.5,9.5,20.0,2,1,7.0,"['1', ' 3', ' 6']",5500000000
Phường Hòa Hiệp Nam,Đường Nguyễn Lương Bằng,108.12603,16.115704,125.0,4.9,25.0,1,1,5.0,"['1', ' 6']",5500000000
Phường An Khê,Đường Nguyễn Phước Thái,108.18316,16.05996,102.0,5.0,20.4,1,1,3.0,['3'],5500000000
Phường Mỹ An,Đường Bà Huyện Thanh Quan,108.24208,16.042387,122.0,7.0,19.0,1,1,8.0,['3'],5500000000
Phường Khuê Mỹ,Doãn uẩn,108.24283,16.035538,100.0,5.0,20.0,1,1,6.0,['1'],5500000000
Phường Khuê Mỹ,Đường Đoàn Khuê,108.24398,16.025723,102.0,5.0,20.4,2,1,4.0,['1'],5500000000
Phường An Hải Bắc,Đường Thế Lữ,108.232864,16.079779,115.0,5.0,23.0,1,1,7.0,['3'],5500000000
Xã Hòa Phước,QL1A,108.2085,15.9777,309.0,10.0,22.0,1,1,2.0,"['3', ' 1', ' 2', ' 6']",5500000000
Phường Hòa Xuân,Đường Phạm Hùng,108.207886,16.006378,108.0,5.0,21.5,1,1,2.0,['1'],5550000000
Phường Hòa Xuân,Đường Mai Chí Thọ,108.22984,16.012854,100.0,5.0,20.0,1,1,7.0,['3'],5550000000
Phường Hoà Quý,Đường Hói Kiểng 6,108.23665,16.011023,127.0,5.0,25.4,1,1,2.0,['3'],5550000000
Phường Hòa Xuân,Đường Mai Chí Thọ,108.22984,16.012854,100.0,5.0,20.0,1,1,3.0,['3'],5550000000
Phường Hòa Xuân,Đường Văn Tiến Dũng,108.2131,16.00091,120.0,5.0,24.0,2,1,2.0,['2'],5550000000
Phường Khuê Trung,Đường Nguyễn Phong Sắc,108.21029,16.027344,93.0,5.0,18.6,1,1,1.0,['3'],5600000000
Phường Hòa Cường Bắc,Đường Nguyễn Khánh Toàn,108.21469,16.036535,90.0,5.0,18.0,1,1,1.0,['1'],5600000000
Phường Nại Hiên Đông,Dương Văn Nga,108.23099,16.08775,100.0,5.0,20.0,1,1,6.0,['1'],5600000000
Phường Hoà Quý,Đường Võ Chí Công,108.23306,15.999066,128.5,7.21,18.5,1,1,3.0,['1'],5600000000
Phường Nại Hiên Đông,Đường Trần Thánh Tông,108.23366,16.087578,100.0,5.0,20.0,1,1,8.0,['3'],5600000000
Phường Hòa Minh,đường 7m5 - Khu E Kim Long,108.16955,16.065733,110.0,5.5,20.0,1,1,6.0,['1'],5600000000
Phường Phước Mỹ,Đường Phước Trường 17,108.24224,16.082321,80.0,5.0,16.0,1,1,1.0,['1'],5600000000
Phường Hoà Hải,Đường Vũ Văn Cẩn,108.26173,15.98829,150.0,7.5,20.0,2,1,5.0,['2'],5600000000
Phường Hoà Hải,Hòa Hải,108.26717,15.98728,118.9,5.0,23.78,2,1,1.0,"['1', ' 6']",5600000000
Phường Hòa Cường Bắc,Nguyễn Khánh Toàn,108.21469,16.036535,90.0,4.5,20.0,1,1,3.0,['3'],5600000000
Phường Hoà Quý,Đường Thâm Tâm,108.234215,15.999946,128.5,7.21,18.5,2,1,6.0,['1'],5600000000
Phường Khuê Mỹ,Đường Đoàn Khuê,108.24398,16.025723,125.0,5.0,25.0,2,1,5.0,['2'],5600000000
Phường Hòa Hiệp Nam,Đường Xuân Thiều 7,108.13517,16.104313,124.0,6.3,20.0,1,1,7.0,['1'],5600000000
Phường Hòa Cường Bắc,Đường Nguyễn Khánh Toàn,108.21469,16.036535,90.0,4.5,20.0,1,1,3.0,['1'],5600000000
Phường Thọ Quang,Đường Đinh Nhật Thận,108.24729,16.096867,121.5,5.0,24.3,1,1,5.0,['3'],5650000000
Phường Nại Hiên Đông,Đường Dương Vân Nga,108.2326,16.092777,100.0,5.0,20.0,1,1,8.0,['3'],5650000000
Phường Hòa Xuân,Đường Phạm Hùng,108.207886,16.006378,108.0,5.0,22.0,1,1,2.0,['1'],5650000000
Phường Hòa Khánh Bắc,Bàu Mạc 3,108.13694,16.077059,149.0,7.5,19.7999,1,1,1.0,['3'],5650000000
Phường Hoà Quý,Hòa Quý,108.23178,15.99389,100.0,5.0,20.0,2,1,7.0,['2'],5650000000
Phường Hòa Xuân,Đường Nguyễn Văn Tấn,108.21171,15.986631,156.0,8.0,20.0,1,1,3.0,['1'],5650000000
Phường Hoà Hải,Đường Sơn Thủy 8,108.251976,16.011974,126.0,8.0,15.85,1,1,8.0,['3'],5670000000
Phường Nại Hiên Đông,Đường Dương Vân Nga,108.2326,16.092777,100.0,5.0,20.0,1,1,3.0,['3'],5690000000
Phường Hòa Xuân,Đường Mai Chí Thọ,108.22984,16.012854,100.0,5.0,20.0,1,1,6.0,['1'],5690000000
Phường Hòa Xuân,Đường Mai Chí Thọ,108.22984,16.012854,100.0,5.0,20.0,2,1,6.0,['1'],5690000000
Phường Mỹ An,Đường Mỹ An 12,108.23954,16.041813,100.0,5.0,20.0,1,1,1.0,['3'],5700000000
Phường Hòa Cường Bắc,Trưng Nhị,108.22223,16.042387,140.0,5.0,28.0,1,1,6.0,['3'],5700000000
Phường Hòa Xuân,Đường Phạm Hùng,108.207886,16.006378,108.0,5.0,21.0,1,1,2.0,['1'],5700000000
Phường Hòa Xuân,Đường Phạm Hùng,108.207886,16.006378,107.5,5.0,21.5,1,1,2.0,"['1', ' 6']",5700000000
Xã Hòa Châu,Đường Phạm Hùng,108.207245,15.997837,100.0,5.0,20.0,1,1,1.0,['1'],5700000000
Phường Hòa Minh,Phan Thị Nể,108.16955,16.065733,94.0,7.0,16.0,1,1,3.0,['3'],5700000000
Phường Hòa Xuân,Đường Phạm Hùng,108.207886,16.006378,107.5,5.0,21.5,1,1,2.0,['1'],5700000000
Phường Hoà Quý,Đường Minh Mạng,108.24368,16.010834,150.0,7.5,20.0,1,1,5.0,['3'],5700000000
Phường Hòa Xuân,Đường Phạm Hùng,108.207886,16.006378,107.5,5.0,21.5,1,1,4.0,['3'],5700000000
Phường Khuê Mỹ,Đường Lê Văn Thủ,108.24017,16.03184,100.0,5.0,20.0,2,1,1.0,['1'],5750000000
Phường Khuê Mỹ,Đường Lê Văn Thủ,108.24017,16.03184,100.0,5.0,20.0,2,1,4.0,['1'],5750000000
Phường Hòa Xuân,Đường Phạm Hùng,108.207886,16.006378,107.5,5.0,21.5,2,1,2.0,['1'],5750000000
Phường Hòa An,Đường Nhơn Hòa 11,108.17413,16.045805,172.0,6.0,23.0,1,1,6.0,"['1', ' 6', ' 3']",5790000000
Phường An Hải Bắc,An Trung Đông 7,108.23479,16.076984,98.0,6.0,16.333333333333332,1,1,2.0,"['2', ' 6']",5800000000
